id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
5;rt-scrape-movies;requests;1566947368.5793076;-0.9879448413848877;https://www.rottentomatoes.com/m/the_story_of_luke_2012;https://www.rottentomatoes.com/m/the_story_of_luke_2012;306262;200;True;
6;rt-scrape-movies;requests;1566947370.7499278;-0.782994270324707;https://www.rottentomatoes.com/m/between_us_2012;https://www.rottentomatoes.com/m/between_us_2012;289379;200;True;
7;rt-scrape-movies;requests;1566947372.651275;-0.9887182712554932;https://www.rottentomatoes.com/m/magic_magic_2013;https://www.rottentomatoes.com/m/magic_magic_2013;302759;200;True;
8;rt-scrape-movies;requests;1566947374.766123;-1.0211844444274902;https://www.rottentomatoes.com/m/new_world_2013;https://www.rottentomatoes.com/m/new_world_2013;320588;200;True;
9;rt-scrape-movies;requests;1566947376.9134078;-0.9469892978668213;https://www.rottentomatoes.com/m/vehicle_19_2013;https://www.rottentomatoes.com/m/vehicle_19_2013;312290;200;True;
10;rt-scrape-movies;requests;1566947379.0003493;-1.114274263381958;https://www.rottentomatoes.com/m/rushlights;https://www.rottentomatoes.com/m/rushlights;309764;200;True;
2;rt-scrape-movies;requests;1566947381.2493193;-1.2470524311065674;https://www.rottentomatoes.com/m/assault_on_wall_street_2013;https://www.rottentomatoes.com/m/assault_on_wall_street_2013;308614;200;True;
3;rt-scrape-movies;requests;1566947383.6746056;-0.973480224609375;https://www.rottentomatoes.com/m/war_on_whistleblowers_free_press_and_the_national_security_state;https://www.rottentomatoes.com/m/war_on_whistleblowers_free_press_and_the_national_security_state;271985;200;True;
4;rt-scrape-movies;requests;1566947385.7613587;-1.0519235134124756;https://www.rottentomatoes.com/m/teen_beach_movie;https://www.rottentomatoes.com/m/teen_beach_movie;271648;200;True;
5;rt-scrape-movies;requests;1566947387.9373178;-0.9593188762664795;https://www.rottentomatoes.com/m/absence_2013;https://www.rottentomatoes.com/m/absence_2013;288357;200;True;
6;rt-scrape-movies;requests;1566947390.012886;-0.8351848125457764;https://www.rottentomatoes.com/m/dcu_justice_league_the_flashpoint_paradox;https://www.rottentomatoes.com/m/dcu_justice_league_the_flashpoint_paradox;275277;200;True;
7;rt-scrape-movies;requests;1566947391.9640048;-1.136845588684082;https://www.rottentomatoes.com/m/solomon_kane;https://www.rottentomatoes.com/m/solomon_kane;369933;200;True;
8;rt-scrape-movies;requests;1566947394.2996356;-0.8880205154418945;https://www.rottentomatoes.com/m/mine_vaganti;https://www.rottentomatoes.com/m/mine_vaganti;301113;200;True;
9;rt-scrape-movies;requests;1566947396.312099;-0.819572925567627;https://www.rottentomatoes.com/m/the_host_2013;https://www.rottentomatoes.com/m/the_host_2013;329769;200;True;
10;rt-scrape-movies;requests;1566947398.260915;-1.0905752182006836;https://www.rottentomatoes.com/m/my_best_enemy_2013;https://www.rottentomatoes.com/m/my_best_enemy_2013;303372;200;True;
2;rt-scrape-movies;requests;1566947400.4770436;-0.8997206687927246;https://www.rottentomatoes.com/m/bullet_to_the_head;https://www.rottentomatoes.com/m/bullet_to_the_head;355067;200;True;
3;rt-scrape-movies;requests;1566947402.5188015;-0.9028530120849609;https://www.rottentomatoes.com/m/will_2011;https://www.rottentomatoes.com/m/will_2011;269501;200;True;
4;rt-scrape-movies;requests;1566947404.5466645;-0.9446077346801758;https://www.rottentomatoes.com/m/boy_2012;https://www.rottentomatoes.com/m/boy_2012;313294;200;True;
5;rt-scrape-movies;requests;1566947406.6774514;-0.8026113510131836;https://www.rottentomatoes.com/m/wild_bill_2011;https://www.rottentomatoes.com/m/wild_bill_2011;310482;200;True;
6;rt-scrape-movies;requests;1566947408.6098714;-0.7727029323577881;https://www.rottentomatoes.com/m/the_evil_dead_2013;https://www.rottentomatoes.com/m/the_evil_dead_2013;339733;200;True;
7;rt-scrape-movies;requests;1566947410.5313096;-0.9125244617462158;https://www.rottentomatoes.com/m/temptation_2013;https://www.rottentomatoes.com/m/temptation_2013;367978;200;True;
8;rt-scrape-movies;requests;1566947412.5940356;-0.9839882850646973;https://www.rottentomatoes.com/m/the_end_of_love;https://www.rottentomatoes.com/m/the_end_of_love;327332;200;True;
9;rt-scrape-movies;requests;1566947414.710539;-1.020909309387207;https://www.rottentomatoes.com/m/the_jeffrey_dahmer_files;https://www.rottentomatoes.com/m/the_jeffrey_dahmer_files;321842;200;True;
10;rt-scrape-movies;requests;1566947416.9228609;-0.9249401092529297;https://www.rottentomatoes.com/m/graceland_2012;https://www.rottentomatoes.com/m/graceland_2012;324928;200;True;
2;rt-scrape-movies;requests;1566947418.983996;-0.4667186737060547;https://www.rottentomatoes.com/m/the_place_beyond_the_pines_2012;https://www.rottentomatoes.com/m/the_place_beyond_the_pines_2012;382178;200;True;
3;rt-scrape-movies;requests;1566947420.6093316;-1.2442727088928223;https://www.rottentomatoes.com/m/an_affair_of_the_heart;https://www.rottentomatoes.com/m/an_affair_of_the_heart;275938;200;True;
4;rt-scrape-movies;requests;1566947422.967904;-1.0479326248168945;https://www.rottentomatoes.com/m/just_45_minutes_from_broadway_2012;https://www.rottentomatoes.com/m/just_45_minutes_from_broadway_2012;310658;200;True;
5;rt-scrape-movies;requests;1566947425.1416457;-0.809114933013916;https://www.rottentomatoes.com/m/42_2013;https://www.rottentomatoes.com/m/42_2013;408580;200;True;
6;rt-scrape-movies;requests;1566947427.1721485;-1.3993000984191895;https://www.rottentomatoes.com/m/sammys_adventures_2;https://www.rottentomatoes.com/m/sammys_adventures_2;292751;200;True;
7;rt-scrape-movies;requests;1566947429.6942406;-0.9420511722564697;https://www.rottentomatoes.com/m/detention_of_the_dead_2012;https://www.rottentomatoes.com/m/detention_of_the_dead_2012;283063;200;True;
8;rt-scrape-movies;requests;1566947431.7553434;-0.8763680458068848;https://www.rottentomatoes.com/m/bidder_70;https://www.rottentomatoes.com/m/bidder_70;282777;200;True;
9;rt-scrape-movies;requests;1566947433.7500079;-0.9777789115905762;https://www.rottentomatoes.com/m/the_bitter_buddha;https://www.rottentomatoes.com/m/the_bitter_buddha;314219;200;True;
10;rt-scrape-movies;requests;1566947435.858836;-0.7199277877807617;https://www.rottentomatoes.com/m/london_the_modern_babylon;https://www.rottentomatoes.com/m/london_the_modern_babylon;287060;200;True;
2;rt-scrape-movies;requests;1566947437.7497842;-0.8968675136566162;https://www.rottentomatoes.com/m/ginger_and_rosa;https://www.rottentomatoes.com/m/ginger_and_rosa;333656;200;True;
3;rt-scrape-movies;requests;1566947439.7814476;-0.7520976066589355;https://www.rottentomatoes.com/m/pieta_2013;https://www.rottentomatoes.com/m/pieta_2013;322089;200;True;
4;rt-scrape-movies;requests;1566947441.6714506;-1.048426866531372;https://www.rottentomatoes.com/m/vanishing_waves_2012;https://www.rottentomatoes.com/m/vanishing_waves_2012;302449;200;True;
5;rt-scrape-movies;requests;1566947443.8423877;-0.7344555854797363;https://www.rottentomatoes.com/m/erased_2013;https://www.rottentomatoes.com/m/erased_2013;352038;200;True;
6;rt-scrape-movies;requests;1566947445.7199335;-0.985889196395874;https://www.rottentomatoes.com/m/arcadia_2013;https://www.rottentomatoes.com/m/arcadia_2013;266437;200;True;
7;rt-scrape-movies;requests;1566947447.8288345;-0.8557953834533691;https://www.rottentomatoes.com/m/kiss_of_the_damned_2012;https://www.rottentomatoes.com/m/kiss_of_the_damned_2012;309870;200;True;
8;rt-scrape-movies;requests;1566947449.8696523;-0.9546799659729004;https://www.rottentomatoes.com/m/the_fruit_hunters_2012;https://www.rottentomatoes.com/m/the_fruit_hunters_2012;282065;200;True;
9;rt-scrape-movies;requests;1566947451.9491131;-0.7501919269561768;https://www.rottentomatoes.com/m/love_and_honor_2013;https://www.rottentomatoes.com/m/love_and_honor_2013;300477;200;True;
10;rt-scrape-movies;requests;1566947453.8280773;-1.085144281387329;https://www.rottentomatoes.com/m/the_power_of_few;https://www.rottentomatoes.com/m/the_power_of_few;294887;200;True;
2;rt-scrape-movies;requests;1566947456.0472095;-1.0707123279571533;https://www.rottentomatoes.com/m/yeh_jawaani_hai_deewani_2013;https://www.rottentomatoes.com/m/yeh_jawaani_hai_deewani_2013;281331;200;True;
3;rt-scrape-movies;requests;1566947458.2300634;-0.8853392601013184;https://www.rottentomatoes.com/m/the_night_visitor_1971;https://www.rottentomatoes.com/m/the_night_visitor_1971;279055;200;True;
4;rt-scrape-movies;requests;1566947460.2963195;-0.8072082996368408;https://www.rottentomatoes.com/m/6_souls;https://www.rottentomatoes.com/m/6_souls;322967;200;True;
5;rt-scrape-movies;requests;1566947462.2310588;-1.0963447093963623;https://www.rottentomatoes.com/m/in_the_family_2011;https://www.rottentomatoes.com/m/in_the_family_2011;319838;200;True;
6;rt-scrape-movies;requests;1566947464.4531007;-1.1266586780548096;https://www.rottentomatoes.com/m/black_pond;https://www.rottentomatoes.com/m/black_pond;268963;200;True;
7;rt-scrape-movies;requests;1566947466.691495;-0.8816635608673096;https://www.rottentomatoes.com/m/the_house_i_live_in;https://www.rottentomatoes.com/m/the_house_i_live_in;330994;200;True;
8;rt-scrape-movies;requests;1566947468.7044039;-0.9453151226043701;https://www.rottentomatoes.com/m/a_place_at_the_table_2013;https://www.rottentomatoes.com/m/a_place_at_the_table_2013;312873;200;True;
9;rt-scrape-movies;requests;1566947470.7789464;-0.9346883296966553;https://www.rottentomatoes.com/m/would_you_rather;https://www.rottentomatoes.com/m/would_you_rather;327816;200;True;
10;rt-scrape-movies;requests;1566947472.9059215;-0.987062931060791;https://www.rottentomatoes.com/m/pusher_2012;https://www.rottentomatoes.com/m/pusher_2012;314589;200;True;
2;rt-scrape-movies;requests;1566947475.031237;-0.9242374897003174;https://www.rottentomatoes.com/m/hermans_house;https://www.rottentomatoes.com/m/hermans_house;294895;200;True;
3;rt-scrape-movies;requests;1566947477.07376;-1.0295681953430176;https://www.rottentomatoes.com/m/admission;https://www.rottentomatoes.com/m/admission;371279;200;True;
4;rt-scrape-movies;requests;1566947479.2514975;-0.3659043312072754;https://www.rottentomatoes.com/m/spring_breakers_2013;https://www.rottentomatoes.com/m/spring_breakers_2013;329918;200;True;
5;rt-scrape-movies;requests;1566947480.748987;-0.8429067134857178;https://www.rottentomatoes.com/m/no_2012;https://www.rottentomatoes.com/m/no_2012;329458;200;True;
6;rt-scrape-movies;requests;1566947482.7797658;-0.9317688941955566;https://www.rottentomatoes.com/m/56_up;https://www.rottentomatoes.com/m/56_up;317116;200;True;
7;rt-scrape-movies;requests;1566947484.844072;-0.7116165161132812;https://www.rottentomatoes.com/m/dead_man_down_2013;https://www.rottentomatoes.com/m/dead_man_down_2013;327548;200;True;
8;rt-scrape-movies;requests;1566947486.6873183;-0.8618948459625244;https://www.rottentomatoes.com/m/death_by_china;https://www.rottentomatoes.com/m/death_by_china;284561;200;True;
9;rt-scrape-movies;requests;1566947488.66437;-0.9591937065124512;https://www.rottentomatoes.com/m/least_among_saints;https://www.rottentomatoes.com/m/least_among_saints;300255;200;True;
10;rt-scrape-movies;requests;1566947490.749966;-0.9166889190673828;https://www.rottentomatoes.com/m/inescapable_2012;https://www.rottentomatoes.com/m/inescapable_2012;301067;200;True;
2;rt-scrape-movies;requests;1566947492.7969897;-0.9444293975830078;https://www.rottentomatoes.com/m/tower_block_2012;https://www.rottentomatoes.com/m/tower_block_2012;293663;200;True;
3;rt-scrape-movies;requests;1566947494.8692443;-0.9192602634429932;https://www.rottentomatoes.com/m/mental_2012;https://www.rottentomatoes.com/m/mental_2012;333482;200;True;
4;rt-scrape-movies;requests;1566947496.9227378;-0.9680995941162109;https://www.rottentomatoes.com/m/supporting_characters;https://www.rottentomatoes.com/m/supporting_characters;290215;200;True;
5;rt-scrape-movies;requests;1566947499.0103285;-0.9592752456665039;https://www.rottentomatoes.com/m/hellbound_2012;https://www.rottentomatoes.com/m/hellbound_2012;300711;200;True;
6;rt-scrape-movies;requests;1566947501.0961103;-0.8573415279388428;https://www.rottentomatoes.com/m/the_gatekeepers_2012;https://www.rottentomatoes.com/m/the_gatekeepers_2012;313674;200;True;
7;rt-scrape-movies;requests;1566947503.080287;-0.9821999073028564;https://www.rottentomatoes.com/m/venus_and_serena;https://www.rottentomatoes.com/m/venus_and_serena;305281;200;True;
8;rt-scrape-movies;requests;1566947505.235266;-0.8396322727203369;https://www.rottentomatoes.com/m/into_the_white_2012;https://www.rottentomatoes.com/m/into_the_white_2012;300423;200;True;
9;rt-scrape-movies;requests;1566947507.1990688;-0.9916033744812012;https://www.rottentomatoes.com/m/phantom_2013;https://www.rottentomatoes.com/m/phantom_2013;326444;200;True;
10;rt-scrape-movies;requests;1566947509.327941;-0.9994053840637207;https://www.rottentomatoes.com/m/the_incredible_burt_wonderstone;https://www.rottentomatoes.com/m/the_incredible_burt_wonderstone;370522;200;True;
2;rt-scrape-movies;requests;1566947511.4846106;-0.8984100818634033;https://www.rottentomatoes.com/m/tai_chi_hero_2012;https://www.rottentomatoes.com/m/tai_chi_hero_2012;324745;200;True;
3;rt-scrape-movies;requests;1566947513.5156255;-1.0094656944274902;https://www.rottentomatoes.com/m/the_tower_2013;https://www.rottentomatoes.com/m/the_tower_2013;275863;200;True;
4;rt-scrape-movies;requests;1566947515.7021112;-0.8646059036254883;https://www.rottentomatoes.com/m/the_call_2013;https://www.rottentomatoes.com/m/the_call_2013;344308;200;True;
5;rt-scrape-movies;requests;1566947517.7040267;-0.9386732578277588;https://www.rottentomatoes.com/m/the_rambler_2013;https://www.rottentomatoes.com/m/the_rambler_2013;290454;200;True;
6;rt-scrape-movies;requests;1566947519.7641983;-1.2027587890625;https://www.rottentomatoes.com/m/the_girl_2013;https://www.rottentomatoes.com/m/the_girl_2013;297540;200;True;
7;rt-scrape-movies;requests;1566947522.093427;-1.0561165809631348;https://www.rottentomatoes.com/m/you_dont_need_feet_to_dance_2013;https://www.rottentomatoes.com/m/you_dont_need_feet_to_dance_2013;285381;200;True;
8;rt-scrape-movies;requests;1566947524.266367;-1.15437912940979;https://www.rottentomatoes.com/m/safety_last;https://www.rottentomatoes.com/m/safety_last;306789;200;True;
9;rt-scrape-movies;requests;1566947526.5449424;-0.8995521068572998;https://www.rottentomatoes.com/m/magic_flute;https://www.rottentomatoes.com/m/magic_flute;295435;200;True;
10;rt-scrape-movies;requests;1566947528.6247122;-1.2487845420837402;https://www.rottentomatoes.com/m/1058156-life_and_times_of_allen_ginsberg;https://www.rottentomatoes.com/m/1058156_life_and_times_of_allen_ginsberg;293476;200;True;
2;rt-scrape-movies;requests;1566947530.9998362;-1.0426361560821533;https://www.rottentomatoes.com/m/marketa-lazarova;https://www.rottentomatoes.com/m/marketa_lazarova;297373;200;True;
3;rt-scrape-movies;requests;1566947533.1720243;-0.87587571144104;https://www.rottentomatoes.com/m/jack_the_giant_slayer;https://www.rottentomatoes.com/m/jack_the_giant_slayer;368293;200;True;
4;rt-scrape-movies;requests;1566947535.1941047;-0.9203498363494873;https://www.rottentomatoes.com/m/the_happy_poet;https://www.rottentomatoes.com/m/the_happy_poet;309644;200;True;
5;rt-scrape-movies;requests;1566947537.2398355;-0.9003798961639404;https://www.rottentomatoes.com/m/oz_the_great_and_powerful;https://www.rottentomatoes.com/m/oz_the_great_and_powerful;389662;200;True;
6;rt-scrape-movies;requests;1566947539.3592606;-0.7300617694854736;https://www.rottentomatoes.com/m/movie_43;https://www.rottentomatoes.com/m/movie_43;364469;200;True;
7;rt-scrape-movies;requests;1566947541.2341797;-1.0811316967010498;https://www.rottentomatoes.com/m/hansel_and_gretel_witch_hunters;https://www.rottentomatoes.com/m/hansel_and_gretel_witch_hunters;333975;200;True;
8;rt-scrape-movies;requests;1566947543.4536977;-0.9067809581756592;https://www.rottentomatoes.com/m/the_wedding_party;https://www.rottentomatoes.com/m/the_wedding_party;275688;200;True;
9;rt-scrape-movies;requests;1566947545.4792705;-1.0346670150756836;https://www.rottentomatoes.com/m/let_my_people_go_2011;https://www.rottentomatoes.com/m/let_my_people_go_2011;307360;200;True;
10;rt-scrape-movies;requests;1566947547.637942;-1.0015296936035156;https://www.rottentomatoes.com/m/wrong_2011;https://www.rottentomatoes.com/m/wrong_2011;337532;200;True;
2;rt-scrape-movies;requests;1566947549.8293264;-0.940880298614502;https://www.rottentomatoes.com/m/upside_down_2012;https://www.rottentomatoes.com/m/upside_down_2012;321502;200;True;
3;rt-scrape-movies;requests;1566947551.8968499;-1.2823936939239502;https://www.rottentomatoes.com/m/vivan_las_antipodas_2012;https://www.rottentomatoes.com/m/vivan_las_antipodas_2012;274418;200;True;
4;rt-scrape-movies;requests;1566947554.2972786;-0.9537527561187744;https://www.rottentomatoes.com/m/quartet_2012;https://www.rottentomatoes.com/m/quartet_2012;356426;200;True;
5;rt-scrape-movies;requests;1566947556.4000764;-1.0306274890899658;https://www.rottentomatoes.com/m/3_2_1_frankie_go_boom;https://www.rottentomatoes.com/m/3_2_1_frankie_go_boom;328675;200;True;
6;rt-scrape-movies;requests;1566947558.5609274;-0.9210469722747803;https://www.rottentomatoes.com/m/the_source_family_2013;https://www.rottentomatoes.com/m/the_source_family_2013;309939;200;True;
7;rt-scrape-movies;requests;1566947560.660031;-0.9238288402557373;https://www.rottentomatoes.com/m/eden_2012;https://www.rottentomatoes.com/m/eden_2012;324153;200;True;
8;rt-scrape-movies;requests;1566947562.7191975;-0.46828794479370117;https://www.rottentomatoes.com/m/21_and_over;https://www.rottentomatoes.com/m/21_and_over;343935;200;True;
9;rt-scrape-movies;requests;1566947564.329501;-0.9432034492492676;https://www.rottentomatoes.com/m/the_taste_of_money;https://www.rottentomatoes.com/m/the_taste_of_money;305081;200;True;
10;rt-scrape-movies;requests;1566947566.406394;-1.1714301109313965;https://www.rottentomatoes.com/m/fred_wont_move_out;https://www.rottentomatoes.com/m/fred_wont_move_out;282798;200;True;
2;rt-scrape-movies;requests;1566947568.6993554;-0.7826590538024902;https://www.rottentomatoes.com/m/stoker_2013;https://www.rottentomatoes.com/m/stoker_2013;331981;200;True;
3;rt-scrape-movies;requests;1566947570.6204703;-1.0446102619171143;https://www.rottentomatoes.com/m/american_mary_2012;https://www.rottentomatoes.com/m/american_mary_2012;328777;200;True;
4;rt-scrape-movies;requests;1566947572.8590512;-0.7613551616668701;https://www.rottentomatoes.com/m/the_brass_teapot;https://www.rottentomatoes.com/m/the_brass_teapot;329102;200;True;
5;rt-scrape-movies;requests;1566947574.7501523;-1.3083958625793457;https://www.rottentomatoes.com/m/the_lesser_blessed;https://www.rottentomatoes.com/m/the_lesser_blessed;268971;200;True;
6;rt-scrape-movies;requests;1566947577.1723983;-1.0640201568603516;https://www.rottentomatoes.com/m/come_out_and_play;https://www.rottentomatoes.com/m/come_out_and_play;319775;200;True;
7;rt-scrape-movies;requests;1566947579.3745048;-1.0461502075195312;https://www.rottentomatoes.com/m/masquerade_2012;https://www.rottentomatoes.com/m/masquerade_2012;285893;200;True;
8;rt-scrape-movies;requests;1566947581.548035;-1.1082427501678467;https://www.rottentomatoes.com/m/snitch_2013;https://www.rottentomatoes.com/m/snitch_2013;346904;200;True;
9;rt-scrape-movies;requests;1566947583.851365;-0.9709088802337646;https://www.rottentomatoes.com/m/dead_mans_burden_2013;https://www.rottentomatoes.com/m/dead_mans_burden_2013;313006;200;True;
10;rt-scrape-movies;requests;1566947585.9494638;-0.9732487201690674;https://www.rottentomatoes.com/m/mumia_long_distance_revolutionary;https://www.rottentomatoes.com/m/mumia_long_distance_revolutionary;367399;200;True;
2;rt-scrape-movies;requests;1566947588.0769641;-1.0347328186035156;https://www.rottentomatoes.com/m/the_last_exorcism_part_ii_2013;https://www.rottentomatoes.com/m/the_last_exorcism_part_ii_2013;336113;200;True;
3;rt-scrape-movies;requests;1566947590.2503314;-0.8263664245605469;https://www.rottentomatoes.com/m/ring_of_fire_2012;https://www.rottentomatoes.com/m/ring_of_fire_2012;277418;200;True;
4;rt-scrape-movies;requests;1566947592.2025425;-0.8910715579986572;https://www.rottentomatoes.com/m/father_goose;https://www.rottentomatoes.com/m/father_goose;292353;200;True;
5;rt-scrape-movies;requests;1566947594.27127;-1.155677080154419;https://www.rottentomatoes.com/m/grass_is_greener;https://www.rottentomatoes.com/m/grass_is_greener;271386;200;True;
6;rt-scrape-movies;requests;1566947596.5392196;-0.907799482345581;https://www.rottentomatoes.com/m/in_old_arizona;https://www.rottentomatoes.com/m/in_old_arizona;301180;200;True;
7;rt-scrape-movies;requests;1566947598.5786338;-1.0442466735839844;https://www.rottentomatoes.com/m/6_month_rule;https://www.rottentomatoes.com/m/6_month_rule;305079;200;True;
8;rt-scrape-movies;requests;1566947600.7497227;-0.9005298614501953;https://www.rottentomatoes.com/m/charlie_casanova;https://www.rottentomatoes.com/m/charlie_casanova;274391;200;True;
9;rt-scrape-movies;requests;1566947602.765443;-1.0226197242736816;https://www.rottentomatoes.com/m/warm_bodies;https://www.rottentomatoes.com/m/warm_bodies;358241;200;True;
10;rt-scrape-movies;requests;1566947604.93097;-0.8649592399597168;https://www.rottentomatoes.com/m/the_last_ride_2011;https://www.rottentomatoes.com/m/the_last_ride_2011;316627;200;True;
2;rt-scrape-movies;requests;1566947606.98155;-1.2396652698516846;https://www.rottentomatoes.com/m/the_loving_story;https://www.rottentomatoes.com/m/the_loving_story;311838;200;True;
3;rt-scrape-movies;requests;1566947609.347121;-1.0798888206481934;https://www.rottentomatoes.com/m/parker_2012;https://www.rottentomatoes.com/m/parker_2012;332278;200;True;
4;rt-scrape-movies;requests;1566947611.5622487;-0.9759316444396973;https://www.rottentomatoes.com/m/lucky_2011_2;https://www.rottentomatoes.com/m/lucky_2011_2;309392;200;True;
5;rt-scrape-movies;requests;1566947613.6687732;-1.0741710662841797;https://www.rottentomatoes.com/m/last_stand_2013;https://www.rottentomatoes.com/m/last_stand_2013;367637;200;True;
6;rt-scrape-movies;requests;1566947615.8887901;-1.0307142734527588;https://www.rottentomatoes.com/m/ecstasy_2012;https://www.rottentomatoes.com/m/ecstasy_2012;301817;200;True;
7;rt-scrape-movies;requests;1566947618.1089609;-0.9859352111816406;https://www.rottentomatoes.com/m/a_good_day_to_die_hard;https://www.rottentomatoes.com/m/a_good_day_to_die_hard;367324;200;True;
8;rt-scrape-movies;requests;1566947620.2411108;-0.9847762584686279;https://www.rottentomatoes.com/m/the_law_in_these_parts_2012;https://www.rottentomatoes.com/m/the_law_in_these_parts_2012;306148;200;True;
9;rt-scrape-movies;requests;1566947622.3594575;-0.8056912422180176;https://www.rottentomatoes.com/m/mosquita_y_mari_2012;https://www.rottentomatoes.com/m/mosquita_y_mari_2012;302094;200;True;
10;rt-scrape-movies;requests;1566947624.2894237;-0.7611446380615234;https://www.rottentomatoes.com/m/escape_from_planet_earth_2013;https://www.rottentomatoes.com/m/escape_from_planet_earth_2013;364655;200;True;
2;rt-scrape-movies;requests;1566947626.191538;-0.9281272888183594;https://www.rottentomatoes.com/m/o_som_ao_redor_2012;https://www.rottentomatoes.com/m/o_som_ao_redor_2012;327527;200;True;
3;rt-scrape-movies;requests;1566947628.3041384;-0.8503928184509277;https://www.rottentomatoes.com/m/someday_this_pain_will_be_useful_to_you;https://www.rottentomatoes.com/m/someday_this_pain_will_be_useful_to_you;305426;200;True;
4;rt-scrape-movies;requests;1566947630.280593;-0.8935296535491943;https://www.rottentomatoes.com/m/identity_thief;https://www.rottentomatoes.com/m/identity_thief;361628;200;True;
5;rt-scrape-movies;requests;1566947632.3287446;-0.8075850009918213;https://www.rottentomatoes.com/m/brooklyn_castle_2012;https://www.rottentomatoes.com/m/brooklyn_castle_2012;312919;200;True;
6;rt-scrape-movies;requests;1566947634.2663326;-1.1773934364318848;https://www.rottentomatoes.com/m/dorfman_in_love;https://www.rottentomatoes.com/m/dorfman_in_love;301416;200;True;
7;rt-scrape-movies;requests;1566947636.5786023;-0.8660345077514648;https://www.rottentomatoes.com/m/lore;https://www.rottentomatoes.com/m/lore;347665;200;True;
8;rt-scrape-movies;requests;1566947638.640737;-1.1468372344970703;https://www.rottentomatoes.com/m/its_a_disaster;https://www.rottentomatoes.com/m/its_a_disaster;324638;200;True;
9;rt-scrape-movies;requests;1566947640.921742;-1.0121982097625732;https://www.rottentomatoes.com/m/joshua_tree_1951_a_portrait_of_james_dean_2012;https://www.rottentomatoes.com/m/joshua_tree_1951_a_portrait_of_james_dean_2012;278929;200;True;
10;rt-scrape-movies;requests;1566947643.0472193;-0.779883623123169;https://www.rottentomatoes.com/m/generation_um;https://www.rottentomatoes.com/m/generation_um;308852;200;True;
2;rt-scrape-movies;requests;1566947644.9534378;-0.9618406295776367;https://www.rottentomatoes.com/m/gut;https://www.rottentomatoes.com/m/gut;294164;200;True;
3;rt-scrape-movies;requests;1566947647.0467448;-0.9084346294403076;https://www.rottentomatoes.com/m/dark_skies_2013;https://www.rottentomatoes.com/m/dark_skies_2013;334366;200;True;
4;rt-scrape-movies;requests;1566947649.1482608;-1.0042250156402588;https://www.rottentomatoes.com/m/honor_flight;https://www.rottentomatoes.com/m/honor_flight;266315;200;True;
5;rt-scrape-movies;requests;1566947651.2611816;-1.028402328491211;https://www.rottentomatoes.com/m/knifefight;https://www.rottentomatoes.com/m/knifefight;312918;200;True;
6;rt-scrape-movies;requests;1566947653.419473;-0.929119348526001;https://www.rottentomatoes.com/m/the_numbers_station;https://www.rottentomatoes.com/m/the_numbers_station;313327;200;True;
7;rt-scrape-movies;requests;1566947655.4727423;-1.0240027904510498;https://www.rottentomatoes.com/m/aroused;https://www.rottentomatoes.com/m/aroused;313257;200;True;
8;rt-scrape-movies;requests;1566947657.6251357;-0.9770889282226562;https://www.rottentomatoes.com/m/once_upon_a_time_in_brooklyn_2013;https://www.rottentomatoes.com/m/once_upon_a_time_in_brooklyn_2013;289351;200;True;
9;rt-scrape-movies;requests;1566947659.7345302;-0.47063398361206055;https://www.rottentomatoes.com/m/finding_nemo;https://www.rottentomatoes.com/m/finding_nemo;350567;200;True;
10;rt-scrape-movies;requests;1566947661.407207;-0.8976571559906006;https://www.rottentomatoes.com/m/safe_haven;https://www.rottentomatoes.com/m/safe_haven;320890;200;True;
2;rt-scrape-movies;requests;1566947663.4369285;-1.021629810333252;https://www.rottentomatoes.com/m/leonie_2011;https://www.rottentomatoes.com/m/leonie_2011;313216;200;True;
3;rt-scrape-movies;requests;1566947665.5935261;-0.8616771697998047;https://www.rottentomatoes.com/m/the_rabbis_cat;https://www.rottentomatoes.com/m/the_rabbis_cat;321488;200;True;
4;rt-scrape-movies;requests;1566947667.5934117;-0.9686307907104492;https://www.rottentomatoes.com/m/norman;https://www.rottentomatoes.com/m/norman;298579;200;True;
5;rt-scrape-movies;requests;1566947669.6877503;-0.7929995059967041;https://www.rottentomatoes.com/m/texas_chainsaw;https://www.rottentomatoes.com/m/texas_chainsaw;347782;200;True;
6;rt-scrape-movies;requests;1566947671.6962411;-1.022632360458374;https://www.rottentomatoes.com/m/jack_reacher;https://www.rottentomatoes.com/m/jack_reacher;364212;200;True;
7;rt-scrape-movies;requests;1566947673.874856;-0.8036813735961914;https://www.rottentomatoes.com/m/barrymore;https://www.rottentomatoes.com/m/barrymore;300177;200;True;
8;rt-scrape-movies;requests;1566947675.79879;-0.6907041072845459;https://www.rottentomatoes.com/m/the_oranges_2011;https://www.rottentomatoes.com/m/the_oranges_2011;325663;200;True;
9;rt-scrape-movies;requests;1566947677.6251493;-0.9377946853637695;https://www.rottentomatoes.com/m/donovans_echo;https://www.rottentomatoes.com/m/donovans_echo;289494;200;True;
10;rt-scrape-movies;requests;1566947679.6832092;-0.9497592449188232;https://www.rottentomatoes.com/m/i_am_bruce_lee_2012;https://www.rottentomatoes.com/m/i_am_bruce_lee_2012;305157;200;True;
2;rt-scrape-movies;requests;1566947681.81237;-0.7538840770721436;https://www.rottentomatoes.com/m/if_i_were_you_2012;https://www.rottentomatoes.com/m/if_i_were_you_2012;316829;200;True;
