id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
8;rt-scrape-movies;requests;1566939303.4013822;-0.8422048091888428;https://www.rottentomatoes.com/m/kings_2017;https://www.rottentomatoes.com/m/kings_2017;291900;200;True;
9;rt-scrape-movies;requests;1566939305.3698287;-0.4286487102508545;https://www.rottentomatoes.com/m/overboard_2018;https://www.rottentomatoes.com/m/overboard_2018;312058;200;True;
10;rt-scrape-movies;requests;1566939306.9172733;-1.0735528469085693;https://www.rottentomatoes.com/m/disobedience_2017;https://www.rottentomatoes.com/m/disobedience_2017;316349;200;True;
2;rt-scrape-movies;requests;1566939309.109415;-0.9938759803771973;https://www.rottentomatoes.com/m/traffik_2018;https://www.rottentomatoes.com/m/traffik_2018;329803;200;True;
3;rt-scrape-movies;requests;1566939311.279165;-0.8130431175231934;https://www.rottentomatoes.com/m/i_feel_pretty_2018;https://www.rottentomatoes.com/m/i_feel_pretty_2018;339331;200;True;
4;rt-scrape-movies;requests;1566939313.2291048;-0.7702450752258301;https://www.rottentomatoes.com/m/the_miracle_season;https://www.rottentomatoes.com/m/the_miracle_season;305789;200;True;
5;rt-scrape-movies;requests;1566939315.119852;-1.0391063690185547;https://www.rottentomatoes.com/m/night_comes_on;https://www.rottentomatoes.com/m/night_comes_on;309475;200;True;
6;rt-scrape-movies;requests;1566939317.2768354;-1.1529045104980469;https://www.rottentomatoes.com/m/operation_red_sea;https://www.rottentomatoes.com/m/operation_red_sea;285263;200;True;
7;rt-scrape-movies;requests;1566939319.543399;-0.4774820804595947;https://www.rottentomatoes.com/m/the_night_eats_the_world;https://www.rottentomatoes.com/m/the_night_eats_the_world;317819;200;True;
8;rt-scrape-movies;requests;1566939321.140165;-1.0464515686035156;https://www.rottentomatoes.com/m/the_bleeding_edge;https://www.rottentomatoes.com/m/the_bleeding_edge;288665;200;True;
9;rt-scrape-movies;requests;1566939323.347426;-1.0534796714782715;https://www.rottentomatoes.com/m/the_con_is_on;https://www.rottentomatoes.com/m/the_con_is_on;272863;200;True;
10;rt-scrape-movies;requests;1566939325.5094373;-0.9724979400634766;https://www.rottentomatoes.com/m/incident_in_a_ghost_land_2018;https://www.rottentomatoes.com/m/incident_in_a_ghost_land_2018;309628;200;True;
2;rt-scrape-movies;requests;1566939327.6017025;-0.897453784942627;https://www.rottentomatoes.com/m/the_devils_doorway;https://www.rottentomatoes.com/m/the_devils_doorway;287229;200;True;
3;rt-scrape-movies;requests;1566939329.6149466;-0.9148209095001221;https://www.rottentomatoes.com/m/14_cameras;https://www.rottentomatoes.com/m/14_cameras;288549;200;True;
4;rt-scrape-movies;requests;1566939331.6515117;-0.8293843269348145;https://www.rottentomatoes.com/m/rock_rubber_45s;https://www.rottentomatoes.com/m/rock_rubber_45s;294600;200;True;
5;rt-scrape-movies;requests;1566939333.594572;-1.435509204864502;https://www.rottentomatoes.com/m/like_father_2018;https://www.rottentomatoes.com/m/like_father_2018;300074;200;True;
6;rt-scrape-movies;requests;1566939336.1991951;-0.8557391166687012;https://www.rottentomatoes.com/m/how_it_ends;https://www.rottentomatoes.com/m/how_it_ends;279315;200;True;
7;rt-scrape-movies;requests;1566939338.1658611;-1.0119080543518066;https://www.rottentomatoes.com/m/father_of_the_year;https://www.rottentomatoes.com/m/father_of_the_year;296442;200;True;
8;rt-scrape-movies;requests;1566939340.2914634;-0.9085686206817627;https://www.rottentomatoes.com/m/iliza_shlesinger_elder_millennial;https://www.rottentomatoes.com/m/iliza_shlesinger_elder_millennial;254309;200;True;
9;rt-scrape-movies;requests;1566939342.3018637;-0.274660587310791;https://www.rottentomatoes.com/m/ready_player_one;https://www.rottentomatoes.com/m/ready_player_one;337357;200;True;
10;rt-scrape-movies;requests;1566939343.698814;-0.9395360946655273;https://www.rottentomatoes.com/m/chappaquiddick;https://www.rottentomatoes.com/m/chappaquiddick;318644;200;True;
2;rt-scrape-movies;requests;1566939345.8080075;-0.7794063091278076;https://www.rottentomatoes.com/m/the_leisure_seeker;https://www.rottentomatoes.com/m/the_leisure_seeker;302669;200;True;
3;rt-scrape-movies;requests;1566939347.705083;-0.9468553066253662;https://www.rottentomatoes.com/m/future_world;https://www.rottentomatoes.com/m/future_world;287850;200;True;
4;rt-scrape-movies;requests;1566939349.7755973;-0.9536564350128174;https://www.rottentomatoes.com/m/lean_on_pete;https://www.rottentomatoes.com/m/lean_on_pete;330347;200;True;
5;rt-scrape-movies;requests;1566939351.857267;-1.0170230865478516;https://www.rottentomatoes.com/m/another_wolfcop;https://www.rottentomatoes.com/m/another_wolfcop;290947;200;True;
6;rt-scrape-movies;requests;1566939353.9945805;-0.8356280326843262;https://www.rottentomatoes.com/m/borg_vs_mcenroe;https://www.rottentomatoes.com/m/borg_vs_mcenroe;326378;200;True;
7;rt-scrape-movies;requests;1566939355.95185;-0.8911421298980713;https://www.rottentomatoes.com/m/where_is_kyra;https://www.rottentomatoes.com/m/where_is_kyra;303617;200;True;
8;rt-scrape-movies;requests;1566939358.0249822;-1.020212173461914;https://www.rottentomatoes.com/m/gemini_2018;https://www.rottentomatoes.com/m/gemini_2018;326877;200;True;
9;rt-scrape-movies;requests;1566939360.1882267;-0.8447027206420898;https://www.rottentomatoes.com/m/7_days_in_entebbe;https://www.rottentomatoes.com/m/7_days_in_entebbe;317968;200;True;
10;rt-scrape-movies;requests;1566939362.167062;-0.840428352355957;https://www.rottentomatoes.com/m/the_endless;https://www.rottentomatoes.com/m/the_endless;336949;200;True;
2;rt-scrape-movies;requests;1566939364.1355426;-0.9656903743743896;https://www.rottentomatoes.com/m/ismaels_ghosts;https://www.rottentomatoes.com/m/ismaels_ghosts;320621;200;True;
3;rt-scrape-movies;requests;1566939366.229375;-0.9105563163757324;https://www.rottentomatoes.com/m/a_ciambra;https://www.rottentomatoes.com/m/a_ciambra;295053;200;True;
4;rt-scrape-movies;requests;1566939368.3012269;-0.8948574066162109;https://www.rottentomatoes.com/m/moss_2018;https://www.rottentomatoes.com/m/moss_2018;277789;200;True;
5;rt-scrape-movies;requests;1566939370.3073473;-0.6291046142578125;https://www.rottentomatoes.com/m/a_quiet_place_2018;https://www.rottentomatoes.com/m/a_quiet_place_2018;330716;200;True;
6;rt-scrape-movies;requests;1566939372.0646327;-0.9765706062316895;https://www.rottentomatoes.com/m/the_female_brain;https://www.rottentomatoes.com/m/the_female_brain;303581;200;True;
7;rt-scrape-movies;requests;1566939374.1820972;-0.40625929832458496;https://www.rottentomatoes.com/m/journeys_end_2018;https://www.rottentomatoes.com/m/journeys_end_2018;324201;200;True;
8;rt-scrape-movies;requests;1566939375.7357054;-0.9056046009063721;https://www.rottentomatoes.com/m/krystal;https://www.rottentomatoes.com/m/krystal;296977;200;True;
9;rt-scrape-movies;requests;1566939377.760195;-0.9131877422332764;https://www.rottentomatoes.com/m/the_cured;https://www.rottentomatoes.com/m/the_cured;323870;200;True;
10;rt-scrape-movies;requests;1566939379.848528;-0.906531810760498;https://www.rottentomatoes.com/m/whos_watching_oliver;https://www.rottentomatoes.com/m/whos_watching_oliver;273548;200;True;
2;rt-scrape-movies;requests;1566939381.862798;-0.8389256000518799;https://www.rottentomatoes.com/m/beirut;https://www.rottentomatoes.com/m/beirut;299189;200;True;
3;rt-scrape-movies;requests;1566939383.8238478;-1.9701964855194092;https://www.rottentomatoes.com/m/tau;https://www.rottentomatoes.com/m/tau;290642;200;True;
4;rt-scrape-movies;requests;1566939386.915303;-0.8751287460327148;https://www.rottentomatoes.com/m/finding_your_feet;https://www.rottentomatoes.com/m/finding_your_feet;312886;200;True;
5;rt-scrape-movies;requests;1566939388.9179134;-1.070824146270752;https://www.rottentomatoes.com/m/white_fang_2018;https://www.rottentomatoes.com/m/white_fang_2018;265766;200;True;
6;rt-scrape-movies;requests;1566939391.168651;-0.8114511966705322;https://www.rottentomatoes.com/m/the_legacy_of_a_whitetail_deer_hunter;https://www.rottentomatoes.com/m/the_legacy_of_a_whitetail_deer_hunter;295485;200;True;
7;rt-scrape-movies;requests;1566939393.0956428;-0.9681081771850586;https://www.rottentomatoes.com/m/escape_plan_2_hades;https://www.rottentomatoes.com/m/escape_plan_2_hades;308387;200;True;
8;rt-scrape-movies;requests;1566939395.1937885;-1.0281105041503906;https://www.rottentomatoes.com/m/hover;https://www.rottentomatoes.com/m/hover;281874;200;True;
9;rt-scrape-movies;requests;1566939397.3321648;-0.7711849212646484;https://www.rottentomatoes.com/m/211;https://www.rottentomatoes.com/m/211;297584;200;True;
10;rt-scrape-movies;requests;1566939399.2203116;-0.8860714435577393;https://www.rottentomatoes.com/m/sunset_2018;https://www.rottentomatoes.com/m/sunset_2018;285331;200;True;
2;rt-scrape-movies;requests;1566939401.217493;-2.5060741901397705;https://www.rottentomatoes.com/m/recovery_boys;https://www.rottentomatoes.com/m/recovery_boys;275094;200;True;
3;rt-scrape-movies;requests;1566939404.8850744;-0.9329047203063965;https://www.rottentomatoes.com/m/calibre;https://www.rottentomatoes.com/m/calibre;278790;200;True;
4;rt-scrape-movies;requests;1566939406.9333427;-0.8093137741088867;https://www.rottentomatoes.com/m/jim_gaffigan_noble_ape;https://www.rottentomatoes.com/m/jim_gaffigan_noble_ape;268369;200;True;
5;rt-scrape-movies;requests;1566939408.856229;-0.4010171890258789;https://www.rottentomatoes.com/m/pacific_rim_uprising;https://www.rottentomatoes.com/m/pacific_rim_uprising;393310;200;True;
6;rt-scrape-movies;requests;1566939410.4094768;-0.5411198139190674;https://www.rottentomatoes.com/m/brain_on_fire;https://www.rottentomatoes.com/m/brain_on_fire;300867;200;True;
7;rt-scrape-movies;requests;1566939412.0729058;-1.1240434646606445;https://www.rottentomatoes.com/m/sherlock_gnomes;https://www.rottentomatoes.com/m/sherlock_gnomes;333306;200;True;
8;rt-scrape-movies;requests;1566939414.3677459;-0.8467049598693848;https://www.rottentomatoes.com/m/tomb_raider_2018;https://www.rottentomatoes.com/m/tomb_raider_2018;324922;200;True;
9;rt-scrape-movies;requests;1566939416.3380554;-0.8498697280883789;https://www.rottentomatoes.com/m/frantz;https://www.rottentomatoes.com/m/frantz;313119;200;True;
10;rt-scrape-movies;requests;1566939418.3085563;-0.4070014953613281;https://www.rottentomatoes.com/m/rampage_2018;https://www.rottentomatoes.com/m/rampage_2018;347107;200;True;
2;rt-scrape-movies;requests;1566939419.8430054;-0.9035794734954834;https://www.rottentomatoes.com/m/midnight_sun_2018;https://www.rottentomatoes.com/m/midnight_sun_2018;311690;200;True;
3;rt-scrape-movies;requests;1566939421.8685381;-0.9665648937225342;https://www.rottentomatoes.com/m/the_night_of_the_virgin;https://www.rottentomatoes.com/m/the_night_of_the_virgin;276279;200;True;
4;rt-scrape-movies;requests;1566939423.9492018;-0.7795524597167969;https://www.rottentomatoes.com/m/flower_2018;https://www.rottentomatoes.com/m/flower_2018;307362;200;True;
5;rt-scrape-movies;requests;1566939425.9022465;-1.0338804721832275;https://www.rottentomatoes.com/m/double_lover;https://www.rottentomatoes.com/m/double_lover;308015;200;True;
6;rt-scrape-movies;requests;1566939428.0588572;-0.7465033531188965;https://www.rottentomatoes.com/m/blockers;https://www.rottentomatoes.com/m/blockers;320268;200;True;
7;rt-scrape-movies;requests;1566939429.9281745;-0.9078526496887207;https://www.rottentomatoes.com/m/a_skin_so_soft;https://www.rottentomatoes.com/m/a_skin_so_soft;287998;200;True;
8;rt-scrape-movies;requests;1566939431.9647589;-1.4809520244598389;https://www.rottentomatoes.com/m/mrs_hyde;https://www.rottentomatoes.com/m/mrs_hyde;294600;200;True;
9;rt-scrape-movies;requests;1566939434.5604737;-0.8996365070343018;https://www.rottentomatoes.com/m/the_death_of_stalin;https://www.rottentomatoes.com/m/the_death_of_stalin;354904;200;True;
10;rt-scrape-movies;requests;1566939436.6377296;-0.8572776317596436;https://www.rottentomatoes.com/m/i_can_only_imagine_2018;https://www.rottentomatoes.com/m/i_can_only_imagine_2018;323492;200;True;
2;rt-scrape-movies;requests;1566939438.6209226;-0.7829885482788086;https://www.rottentomatoes.com/m/back_to_burgundy;https://www.rottentomatoes.com/m/back_to_burgundy;313962;200;True;
3;rt-scrape-movies;requests;1566939440.5260322;-2.2619516849517822;https://www.rottentomatoes.com/m/wetlands_2017;https://www.rottentomatoes.com/m/wetlands_2017;316895;200;True;
4;rt-scrape-movies;requests;1566939443.9151921;-0.8725624084472656;https://www.rottentomatoes.com/m/tyler_perrys_acrimony;https://www.rottentomatoes.com/m/tyler_perrys_acrimony;343320;200;True;
5;rt-scrape-movies;requests;1566939445.9255164;-0.5523903369903564;https://www.rottentomatoes.com/m/paul_apostle_of_christ;https://www.rottentomatoes.com/m/paul_apostle_of_christ;310798;200;True;
6;rt-scrape-movies;requests;1566939447.5979373;-0.8587296009063721;https://www.rottentomatoes.com/m/unsane;https://www.rottentomatoes.com/m/unsane;328723;200;True;
7;rt-scrape-movies;requests;1566939449.6453655;-1.2449445724487305;https://www.rottentomatoes.com/m/maktub_2018;https://www.rottentomatoes.com/m/maktub_2018;261213;200;True;
8;rt-scrape-movies;requests;1566939451.996217;-0.9967162609100342;https://www.rottentomatoes.com/m/the_humanity_bureau;https://www.rottentomatoes.com/m/the_humanity_bureau;280488;200;True;
9;rt-scrape-movies;requests;1566939454.104146;-1.2491495609283447;https://www.rottentomatoes.com/m/sundays_illness;https://www.rottentomatoes.com/m/sundays_illness;282238;200;True;
10;rt-scrape-movies;requests;1566939456.4664242;-0.5993170738220215;https://www.rottentomatoes.com/m/spinning_man;https://www.rottentomatoes.com/m/spinning_man;303016;200;True;
2;rt-scrape-movies;requests;1566939458.1892428;-0.9712603092193604;https://www.rottentomatoes.com/m/in_darkness_2018;https://www.rottentomatoes.com/m/in_darkness_2018;298540;200;True;
3;rt-scrape-movies;requests;1566939460.3244596;-1.0608630180358887;https://www.rottentomatoes.com/m/terminal_2018;https://www.rottentomatoes.com/m/terminal_2018;310407;200;True;
4;rt-scrape-movies;requests;1566939462.511895;-2.328230142593384;https://www.rottentomatoes.com/m/us_and_them_2018;https://www.rottentomatoes.com/m/us_and_them_2018;265817;200;True;
5;rt-scrape-movies;requests;1566939465.9494069;-0.9670250415802002;https://www.rottentomatoes.com/m/the_jurassic_games;https://www.rottentomatoes.com/m/the_jurassic_games;261952;200;True;
6;rt-scrape-movies;requests;1566939468.0260406;-1.152249813079834;https://www.rottentomatoes.com/m/set_it_up;https://www.rottentomatoes.com/m/set_it_up;324792;200;True;
7;rt-scrape-movies;requests;1566939470.3031778;-1.0056555271148682;https://www.rottentomatoes.com/m/lust_stories;https://www.rottentomatoes.com/m/lust_stories;292407;200;True;
8;rt-scrape-movies;requests;1566939472.4326606;-0.8651738166809082;https://www.rottentomatoes.com/m/hannah_gadsby_nanette;https://www.rottentomatoes.com/m/hannah_gadsby_nanette;284271;200;True;
9;rt-scrape-movies;requests;1566939474.4634428;-0.9740753173828125;https://www.rottentomatoes.com/m/w_kamau_bell_private_school_negro;https://www.rottentomatoes.com/m/w_kamau_bell_private_school_negro;271244;200;True;
10;rt-scrape-movies;requests;1566939476.5474992;-0.9868171215057373;https://www.rottentomatoes.com/m/king_of_hearts_1967;https://www.rottentomatoes.com/m/king_of_hearts_1967;304617;200;True;
2;rt-scrape-movies;requests;1566939478.6563098;-0.9193315505981445;https://www.rottentomatoes.com/m/the_two_of_us_1967;https://www.rottentomatoes.com/m/the_two_of_us_1967;298573;200;True;
3;rt-scrape-movies;requests;1566939480.6948924;-0.3532094955444336;https://www.rottentomatoes.com/m/a_wrinkle_in_time_2018;https://www.rottentomatoes.com/m/a_wrinkle_in_time_2018;325102;200;True;
4;rt-scrape-movies;requests;1566939482.1648452;-0.8326642513275146;https://www.rottentomatoes.com/m/miss_stevens;https://www.rottentomatoes.com/m/miss_stevens;309514;200;True;
5;rt-scrape-movies;requests;1566939484.1679306;-2.5767486095428467;https://www.rottentomatoes.com/m/thoroughbreds_2018;https://www.rottentomatoes.com/m/thoroughbreds_2018;318862;200;True;
6;rt-scrape-movies;requests;1566939487.8668623;-1.1377160549163818;https://www.rottentomatoes.com/m/social_animals;https://www.rottentomatoes.com/m/social_animals;291013;200;True;
7;rt-scrape-movies;requests;1566939490.120895;-1.019376516342163;https://www.rottentomatoes.com/m/bernard_and_huey;https://www.rottentomatoes.com/m/bernard_and_huey;308636;200;True;
8;rt-scrape-movies;requests;1566939492.2603931;-1.0638928413391113;https://www.rottentomatoes.com/m/freak_show;https://www.rottentomatoes.com/m/freak_show;299103;200;True;
9;rt-scrape-movies;requests;1566939494.4420116;-0.9429442882537842;https://www.rottentomatoes.com/m/discreet_2018;https://www.rottentomatoes.com/m/discreet_2018;268847;200;True;
10;rt-scrape-movies;requests;1566939496.493537;-0.7145133018493652;https://www.rottentomatoes.com/m/death_wish_2018;https://www.rottentomatoes.com/m/death_wish_2018;319965;200;True;
2;rt-scrape-movies;requests;1566939498.3870995;-0.8413703441619873;https://www.rottentomatoes.com/m/devils_gate_2018;https://www.rottentomatoes.com/m/devils_gate_2018;286819;200;True;
3;rt-scrape-movies;requests;1566939500.3454893;-0.8865058422088623;https://www.rottentomatoes.com/m/the_cage_fighter;https://www.rottentomatoes.com/m/the_cage_fighter;297450;200;True;
4;rt-scrape-movies;requests;1566939502.3542635;-0.8097057342529297;https://www.rottentomatoes.com/m/loveless_2018;https://www.rottentomatoes.com/m/loveless_2018;309723;200;True;
5;rt-scrape-movies;requests;1566939504.2838423;-1.015979528427124;https://www.rottentomatoes.com/m/tehran_taboo;https://www.rottentomatoes.com/m/tehran_taboo;301970;200;True;
6;rt-scrape-movies;requests;1566939506.4163828;-0.6764545440673828;https://www.rottentomatoes.com/m/gringo_2018;https://www.rottentomatoes.com/m/gringo_2018;328630;200;True;
7;rt-scrape-movies;requests;1566939508.2300813;-0.8492608070373535;https://www.rottentomatoes.com/m/they_remain;https://www.rottentomatoes.com/m/they_remain;288293;200;True;
8;rt-scrape-movies;requests;1566939510.248981;-1.0193440914154053;https://www.rottentomatoes.com/m/alis_wedding;https://www.rottentomatoes.com/m/alis_wedding;303813;200;True;
9;rt-scrape-movies;requests;1566939512.3855178;-0.9430603981018066;https://www.rottentomatoes.com/m/the_bachelors_2017;https://www.rottentomatoes.com/m/the_bachelors_2017;290986;200;True;
10;rt-scrape-movies;requests;1566939514.4452162;-0.601083517074585;https://www.rottentomatoes.com/m/annihilation;https://www.rottentomatoes.com/m/annihilation;332180;200;True;
2;rt-scrape-movies;requests;1566939516.1841207;-0.8960661888122559;https://www.rottentomatoes.com/m/every_day_2018;https://www.rottentomatoes.com/m/every_day_2018;305070;200;True;
3;rt-scrape-movies;requests;1566939518.198348;-1.0112223625183105;https://www.rottentomatoes.com/m/the_hurricane_heist;https://www.rottentomatoes.com/m/the_hurricane_heist;327882;200;True;
4;rt-scrape-movies;requests;1566939520.3846958;-0.735870361328125;https://www.rottentomatoes.com/m/love_simon;https://www.rottentomatoes.com/m/love_simon;333205;200;True;
5;rt-scrape-movies;requests;1566939522.2607093;-0.9091291427612305;https://www.rottentomatoes.com/m/an_ordinary_man;https://www.rottentomatoes.com/m/an_ordinary_man;309421;200;True;
6;rt-scrape-movies;requests;1566939524.2862287;-0.7838091850280762;https://www.rottentomatoes.com/m/the_strangers_prey_at_night;https://www.rottentomatoes.com/m/the_strangers_prey_at_night;310404;200;True;
7;rt-scrape-movies;requests;1566939526.1882453;-1.1430511474609375;https://www.rottentomatoes.com/m/it_came_from_the_desert;https://www.rottentomatoes.com/m/it_came_from_the_desert;254336;200;True;
8;rt-scrape-movies;requests;1566939528.4351282;-1.919278621673584;https://www.rottentomatoes.com/m/the_valley_2018;https://www.rottentomatoes.com/m/the_valley_2018;282939;200;True;
9;rt-scrape-movies;requests;1566939531.4806702;-0.8535683155059814;https://www.rottentomatoes.com/m/the_quest_of_alain_ducasse;https://www.rottentomatoes.com/m/the_quest_of_alain_ducasse;293019;200;True;
10;rt-scrape-movies;requests;1566939533.4996657;-0.7237355709075928;https://www.rottentomatoes.com/m/alex_strangelove;https://www.rottentomatoes.com/m/alex_strangelove;304839;200;True;
2;rt-scrape-movies;requests;1566939535.3406436;-1.0028817653656006;https://www.rottentomatoes.com/m/the_last_witness_2018;https://www.rottentomatoes.com/m/the_last_witness_2018;268297;200;True;
3;rt-scrape-movies;requests;1566939537.4556053;-2.5929007530212402;https://www.rottentomatoes.com/m/zoo_2018;https://www.rottentomatoes.com/m/zoo_2018;289617;200;True;
4;rt-scrape-movies;requests;1566939541.1678536;-0.9458193778991699;https://www.rottentomatoes.com/m/the_debt_collector_2018;https://www.rottentomatoes.com/m/the_debt_collector_2018;261920;200;True;
5;rt-scrape-movies;requests;1566939543.2197225;-0.8073704242706299;https://www.rottentomatoes.com/m/hooked_2018;https://www.rottentomatoes.com/m/hooked_2018;267379;200;True;
6;rt-scrape-movies;requests;1566939545.1886904;-0.7693943977355957;https://www.rottentomatoes.com/m/la_belle_noiseuse;https://www.rottentomatoes.com/m/la_belle_noiseuse;327265;200;True;
7;rt-scrape-movies;requests;1566939547.0858903;-1.0336363315582275;https://www.rottentomatoes.com/m/moonrise;https://www.rottentomatoes.com/m/moonrise;313614;200;True;
8;rt-scrape-movies;requests;1566939549.2468045;-0.48885083198547363;https://www.rottentomatoes.com/m/black_panther_2018;https://www.rottentomatoes.com/m/black_panther_2018;353808;200;True;
9;rt-scrape-movies;requests;1566939550.8715208;-0.7336165904998779;https://www.rottentomatoes.com/m/fifty_shades_freed;https://www.rottentomatoes.com/m/fifty_shades_freed;342712;200;True;
10;rt-scrape-movies;requests;1566939552.735222;-0.9408001899719238;https://www.rottentomatoes.com/m/wonderstruck;https://www.rottentomatoes.com/m/wonderstruck;318657;200;True;
2;rt-scrape-movies;requests;1566939554.8083405;-0.37791943550109863;https://www.rottentomatoes.com/m/red_sparrow;https://www.rottentomatoes.com/m/red_sparrow;332621;200;True;
3;rt-scrape-movies;requests;1566939556.3545058;-0.8017833232879639;https://www.rottentomatoes.com/m/early_man;https://www.rottentomatoes.com/m/early_man;343828;200;True;
4;rt-scrape-movies;requests;1566939558.2924514;-0.7733633518218994;https://www.rottentomatoes.com/m/the_forgiven_2018;https://www.rottentomatoes.com/m/the_forgiven_2018;312856;200;True;
5;rt-scrape-movies;requests;1566939560.1849055;-0.8646059036254883;https://www.rottentomatoes.com/m/a_fantastic_woman;https://www.rottentomatoes.com/m/a_fantastic_woman;310835;200;True;
6;rt-scrape-movies;requests;1566939562.169694;-0.964669942855835;https://www.rottentomatoes.com/m/the_party_2018;https://www.rottentomatoes.com/m/the_party_2018;312338;200;True;
7;rt-scrape-movies;requests;1566939564.2616777;-1.014756202697754;https://www.rottentomatoes.com/m/on_the_beach_at_night_alone;https://www.rottentomatoes.com/m/on_the_beach_at_night_alone;291498;200;True;
8;rt-scrape-movies;requests;1566939566.4356234;-0.9421243667602539;https://www.rottentomatoes.com/m/samson_2018;https://www.rottentomatoes.com/m/samson_2018;316485;200;True;
9;rt-scrape-movies;requests;1566939568.5050232;-1.074195384979248;https://www.rottentomatoes.com/m/one_october;https://www.rottentomatoes.com/m/one_october;259625;200;True;
10;rt-scrape-movies;requests;1566939570.6843784;-0.9375953674316406;https://www.rottentomatoes.com/m/game_night_2018;https://www.rottentomatoes.com/m/game_night_2018;358053;200;True;
2;rt-scrape-movies;requests;1566939572.7611594;-1.0922675132751465;https://www.rottentomatoes.com/m/catching_feelings;https://www.rottentomatoes.com/m/catching_feelings;267798;200;True;
3;rt-scrape-movies;requests;1566939574.9647825;-0.8947961330413818;https://www.rottentomatoes.com/m/the_1517_to_paris;https://www.rottentomatoes.com/m/the_1517_to_paris;325612;200;True;
4;rt-scrape-movies;requests;1566939576.994881;-1.0580003261566162;https://www.rottentomatoes.com/m/i_kill_giants;https://www.rottentomatoes.com/m/i_kill_giants;311590;200;True;
5;rt-scrape-movies;requests;1566939579.1846225;-0.7794890403747559;https://www.rottentomatoes.com/m/cold_november;https://www.rottentomatoes.com/m/cold_november;247468;200;True;
6;rt-scrape-movies;requests;1566939581.063261;-0.40702128410339355;https://www.rottentomatoes.com/m/cargo_2018;https://www.rottentomatoes.com/m/cargo_2018;315856;200;True;
7;rt-scrape-movies;requests;1566939582.589529;-0.9432604312896729;https://www.rottentomatoes.com/m/batman_ninja;https://www.rottentomatoes.com/m/batman_ninja;298828;200;True;
8;rt-scrape-movies;requests;1566939584.6514392;-0.7577147483825684;https://www.rottentomatoes.com/m/the_monkey_king_3;https://www.rottentomatoes.com/m/the_monkey_king_3;280876;200;True;
9;rt-scrape-movies;requests;1566939586.5271442;-0.7763104438781738;https://www.rottentomatoes.com/m/submergence_2018;https://www.rottentomatoes.com/m/submergence_2018;301503;200;True;
10;rt-scrape-movies;requests;1566939588.4656584;-0.8765766620635986;https://www.rottentomatoes.com/m/class_rank;https://www.rottentomatoes.com/m/class_rank;283442;200;True;
2;rt-scrape-movies;requests;1566939590.4570441;-0.9438281059265137;https://www.rottentomatoes.com/m/carter_and_june;https://www.rottentomatoes.com/m/carter_and_june;275221;200;True;
3;rt-scrape-movies;requests;1566939592.5135968;-0.8851172924041748;https://www.rottentomatoes.com/m/feral_2018;https://www.rottentomatoes.com/m/feral_2018;266149;200;True;
4;rt-scrape-movies;requests;1566939594.5111518;-0.7391314506530762;https://www.rottentomatoes.com/m/end_game_2018;https://www.rottentomatoes.com/m/end_game_2018;259765;200;True;
5;rt-scrape-movies;requests;1566939596.354657;-1.0705907344818115;https://www.rottentomatoes.com/m/ibiza;https://www.rottentomatoes.com/m/ibiza;287943;200;True;
6;rt-scrape-movies;requests;1566939598.54277;-0.5176942348480225;https://www.rottentomatoes.com/m/the_kissing_booth;https://www.rottentomatoes.com/m/the_kissing_booth;295077;200;True;
7;rt-scrape-movies;requests;1566939600.2225623;-1.103025197982788;https://www.rottentomatoes.com/m/hari_kondabolu_warn_your_relatives;https://www.rottentomatoes.com/m/hari_kondabolu_warn_your_relatives;254103;200;True;
8;rt-scrape-movies;requests;1566939602.4337492;-1.6396760940551758;https://www.rottentomatoes.com/m/ali_wong_hard_knock_wife;https://www.rottentomatoes.com/m/ali_wong_hard_knock_wife;284979;200;True;
9;rt-scrape-movies;requests;1566939605.184742;-1.0054242610931396;https://www.rottentomatoes.com/m/tig_notaro_happy_to_be_here;https://www.rottentomatoes.com/m/tig_notaro_happy_to_be_here;262008;200;True;
10;rt-scrape-movies;requests;1566939607.2964687;-1.269451379776001;https://www.rottentomatoes.com/m/steve_martin_and_martin_short_an_evening_you_will_forget_for_the_rest_of_your_life;https://www.rottentomatoes.com/m/steve_martin_and_martin_short_an_evening_you_will_forget_for_the_rest_of_your_life;275049;200;True;
2;rt-scrape-movies;requests;1566939609.6766453;-1.0723919868469238;https://www.rottentomatoes.com/m/the_cleanse;https://www.rottentomatoes.com/m/the_cleanse;301562;200;True;
3;rt-scrape-movies;requests;1566939611.864471;-0.9176993370056152;https://www.rottentomatoes.com/m/maze_runner_the_death_cure;https://www.rottentomatoes.com/m/maze_runner_the_death_cure;330683;200;True;
4;rt-scrape-movies;requests;1566939613.9544728;-0.4366943836212158;https://www.rottentomatoes.com/m/peter_rabbit_2018;https://www.rottentomatoes.com/m/peter_rabbit_2018;329477;200;True;
5;rt-scrape-movies;requests;1566939615.516552;-1.5671894550323486;https://www.rottentomatoes.com/m/anon;https://www.rottentomatoes.com/m/anon;329575;200;True;
6;rt-scrape-movies;requests;1566939618.209515;-0.9952492713928223;https://www.rottentomatoes.com/m/hostiles;https://www.rottentomatoes.com/m/hostiles;342809;200;True;
7;rt-scrape-movies;requests;1566939620.340072;-1.3833668231964111;https://www.rottentomatoes.com/m/do_not_resist;https://www.rottentomatoes.com/m/do_not_resist;296295;200;True;
